10:4:13:10 => [54, 94, 88, 91, 91, 104, 104, 91, 65, 65]-[115, 75, 81, 78, 78, 65, 65, 78, 104, 104]
10:4:14:10 => [111, 62, 64, 70, 126, 126, 98, 112, 56, 98]-[85, 134, 132, 126, 70, 70, 98, 84, 140, 98]
10:4:15:10 => [90, 114, 135, 120, 120, 120, 120, 135, 120, 135]-[135, 111, 90, 105, 105, 105, 105, 90, 105, 90]
10:4:16:10 => [101, 133, 146, 152, 160, 176, 144, 96, 128, 176]-[155, 123, 110, 104, 96, 80, 112, 160, 128, 80]
10:4:17:10 => [162, 117, 91, 68, 136, 204, 136, 170, 204, 153]-[127, 172, 198, 221, 153, 85, 153, 119, 85, 136]
10:4:18:10 => [134, 112, 162, 108, 162, 90, 162, 162, 216, 144]-[190, 212, 162, 216, 162, 234, 162, 162, 108, 180]
10:4:19:10 => [103, 203, 180, 190, 152, 209, 133, 228, 171, 228]-[258, 158, 181, 171, 209, 152, 228, 133, 190, 133]
10:4:20:10 => [148, 193, 182, 240, 180, 340, 280, 280, 80, 200]-[252, 207, 218, 160, 220, 60, 120, 120, 320, 200]
10:5:2:10 => [4, 2, 2, 4, 2, 2, 0, 0, 2, 2]-[0, 2, 2, 0, 2, 2, 4, 4, 2, 2]
10:5:3:10 => [3, 0, 3, 6, 3, 9, 6, 6, 6, 3]-[6, 9, 6, 3, 6, 0, 3, 3, 3, 6]
10:5:4:10 => [2, 8, 16, 4, 0, 8, 8, 8, 8, 12]-[14, 8, 0, 12, 16, 8, 8, 8, 8, 4]
10:5:5:10 => [10, 15, 10, 10, 20, 15, 25, 15, 25, 10]-[15, 10, 15, 15, 5, 10, 0, 10, 0, 15]
10:5:6:10 => [16, 18, 18, 30, 30, 30, 12, 30, 12, 24]-[20, 18, 18, 6, 6, 6, 24, 6, 24, 12]
10:5:7:10 => [35, 35, 28, 21, 21, 21, 21, 14, 28, 21]-[14, 14, 21, 28, 28, 28, 28, 35, 21, 28]
10:5:8:10 => [17, 64, 40, 48, 40, 24, 16, 24, 48, 32]-[47, 0, 24, 16, 24, 40, 48, 40, 16, 32]
10:5:9:10 => [36, 50, 27, 27, 27, 45, 36, 45, 36, 63]-[45, 31, 54, 54, 54, 36, 45, 36, 45, 18]
10:5:10:10 => [76, 39, 90, 60, 20, 50, 40, 70, 60, 60]-[24, 61, 10, 40, 80, 50, 60, 30, 40, 40]
10:5:11:10 => [79, 81, 77, 66, 88, 55, 44, 77, 33, 55]-[42, 40, 44, 55, 33, 66, 77, 44, 88, 66]
10:5:12:10 => [32, 96, 72, 84, 96, 36, 108, 84, 96, 60]-[112, 48, 72, 60, 48, 108, 36, 60, 48, 84]
10:5:13:10 => [63, 126, 65, 78, 104, 104, 78, 52, 117, 104]-[106, 43, 104, 91, 65, 65, 91, 117, 52, 65]
10:5:14:10 => [108, 29, 115, 98, 140, 70, 126, 98, 140, 98]-[88, 167, 81, 98, 56, 126, 70, 98, 56, 98]
10:5:15:10 => [119, 128, 105, 105, 75, 75, 165, 135, 120, 105]-[106, 97, 120, 120, 150, 150, 60, 90, 105, 120]
10:5:16:10 => [115, 138, 162, 144, 144, 112, 128, 64, 128, 112]-[141, 118, 94, 112, 112, 144, 128, 192, 128, 144]
10:5:17:10 => [94, 117, 153, 154, 187, 136, 170, 221, 119, 136]-[195, 172, 136, 135, 102, 153, 119, 68, 170, 153]
10:5:18:10 => [79, 122, 146, 160, 108, 108, 162, 180, 252, 180]-[245, 202, 178, 164, 216, 216, 162, 144, 72, 144]
10:5:19:10 => [189, 218, 161, 190, 133, 228, 152, 190, 171, 247]-[172, 143, 200, 171, 228, 133, 209, 171, 190, 114]
10:5:20:10 => [136, 187, 201, 160, 180, 240, 160, 200, 180, 200]-[264, 213, 199, 240, 220, 160, 240, 200, 220, 200]
10:6:2:10 => [4, 2, 2, 2, 0, 2, 2, 2, 2, 2]-[0, 2, 2, 2, 4, 2, 2, 2, 2, 2]
10:6:3:10 => [9, 3, 3, 3, 3, 6, 0, 3, 6, 0]-[0, 6, 6, 6, 6, 3, 9, 6, 3, 9]
10:6:4:10 => [4, 4, 4, 4, 12, 0, 4, 16, 8, 12]-[12, 12, 12, 12, 4, 16, 12, 0, 8, 4]
10:6:5:10 => [0, 20, 5, 15, 10, 20, 5, 5, 25, 15]-[25, 5, 20, 10, 15, 5, 20, 20, 0, 10]
10:6:6:10 => [30, 30, 18, 12, 12, 24, 24, 12, 18, 12]-[6, 6, 18, 24, 24, 12, 12, 24, 18, 24]
10:6:7:10 => [10, 28, 21, 21, 14, 35, 14, 21, 14, 35]-[39, 21, 28, 28, 35, 14, 35, 28, 35, 14]
10:6:8:10 => [24, 40, 40, 40, 32, 16, 32, 24, 32, 32]-[40, 24, 24, 24, 32, 48, 32, 40, 32, 32]
10:6:9:10 => [30, 20, 38, 36, 36, 45, 18, 63, 45, 45]-[51, 61, 43, 45, 45, 36, 63, 18, 36, 36]
10:6:10:10 => [49, 81, 20, 20, 40, 30, 40, 30, 60, 40]-[51, 19, 80, 80, 60, 70, 60, 70, 40, 60]
10:6:11:10 => [74, 44, 65, 92, 77, 55, 44, 44, 55, 77]-[47, 77, 56, 29, 44, 66, 77, 77, 66, 44]
10:6:12:10 => [82, 56, 63, 96, 60, 48, 96, 72, 72, 84]-[62, 88, 81, 48, 84, 96, 48, 72, 72, 60]
10:6:13:10 => [85, 126, 117, 65, 65, 117, 52, 65, 104, 104]-[84, 43, 52, 104, 104, 52, 117, 104, 65, 65]
10:6:14:10 => [75, 118, 86, 70, 70, 84, 84, 70, 112, 98]-[121, 78, 110, 126, 126, 112, 112, 126, 84, 98]
10:6:15:10 => [113, 107, 107, 87, 90, 75, 75, 75, 150, 120]-[112, 118, 118, 138, 135, 150, 150, 150, 75, 105]
10:6:16:10 => [81, 125, 88, 144, 128, 128, 112, 160, 128, 112]-[175, 131, 168, 112, 128, 128, 144, 96, 128, 144]
10:6:17:10 => [133, 168, 138, 136, 204, 187, 187, 119, 187, 119]-[156, 121, 151, 153, 85, 102, 102, 170, 102, 170]
10:6:18:10 => [145, 134, 165, 157, 173, 167, 180, 108, 144, 216]-[179, 190, 159, 167, 151, 157, 144, 216, 180, 108]
10:6:19:10 => [80, 139, 257, 228, 209, 171, 209, 228, 133, 133]-[281, 222, 104, 133, 152, 190, 152, 133, 228, 228]
10:6:20:10 => [162, 267, 253, 200, 240, 160, 100, 220, 180, 200]-[238, 133, 147, 200, 160, 240, 300, 180, 220, 200]
10:7:2:10 => [4, 2, 0, 2, 2, 4, 0, 0, 4, 0]-[0, 2, 4, 2, 2, 0, 4, 4, 0, 4]
10:7:3:10 => [6, 3, 3, 6, 6, 6, 9, 0, 0, 6]-[3, 6, 6, 3, 3, 3, 0, 9, 9, 3]
10:7:4:10 => [12, 8, 12, 8, 8, 4, 16, 12, 8, 12]-[4, 8, 4, 8, 8, 12, 0, 4, 8, 4]
10:7:5:10 => [12, 10, 15, 10, 20, 10, 10, 15, 5, 20]-[13, 15, 10, 15, 5, 15, 15, 10, 20, 5]
10:7:6:10 => [25, 24, 6, 12, 18, 24, 24, 24, 24, 18]-[11, 12, 30, 24, 18, 12, 12, 12, 12, 18]
10:7:7:10 => [25, 28, 28, 28, 28, 28, 49, 28, 21, 21]-[24, 21, 21, 21, 21, 21, 0, 21, 28, 28]
10:7:8:10 => [28, 25, 16, 16, 48, 32, 32, 40, 32, 24]-[36, 39, 48, 48, 16, 32, 32, 24, 32, 40]
10:7:9:10 => [35, 46, 45, 45, 27, 45, 54, 45, 27, 27]-[46, 35, 36, 36, 54, 36, 27, 36, 54, 54]
10:7:10:10 => [31, 30, 50, 10, 60, 40, 60, 90, 50, 60]-[69, 70, 50, 90, 40, 60, 40, 10, 50, 40]
10:7:11:10 => [67, 83, 88, 77, 55, 33, 44, 66, 66, 77]-[54, 38, 33, 44, 66, 88, 77, 55, 55, 44]
10:7:12:10 => [58, 60, 60, 84, 96, 72, 84, 84, 48, 72]-[86, 84, 84, 60, 48, 72, 60, 60, 96, 72]
10:7:13:10 => [88, 71, 104, 84, 91, 65, 78, 104, 78, 143]-[81, 98, 65, 85, 78, 104, 91, 65, 91, 26]
10:7:14:10 => [101, 116, 112, 112, 84, 126, 98, 56, 98, 126]-[95, 80, 84, 84, 112, 70, 98, 140, 98, 70]
10:7:15:10 => [120, 135, 90, 150, 135, 90, 135, 90, 75, 90]-[105, 90, 135, 75, 90, 135, 90, 135, 150, 135]
10:7:16:10 => [136, 95, 128, 112, 112, 192, 160, 128, 160, 128]-[120, 161, 128, 144, 144, 64, 96, 128, 96, 128]
10:7:17:10 => [135, 149, 187, 136, 153, 119, 136, 102, 170, 153]-[154, 140, 102, 153, 136, 170, 153, 187, 119, 136]
10:7:18:10 => [138, 150, 169, 216, 144, 198, 126, 144, 144, 162]-[186, 174, 155, 108, 180, 126, 198, 180, 180, 162]
10:7:19:10 => [183, 219, 167, 133, 133, 133, 209, 152, 228, 171]-[178, 142, 194, 228, 228, 228, 152, 209, 133, 190]
10:7:20:10 => [148, 172, 243, 240, 277, 302, 167, 180, 240, 180]-[252, 228, 157, 160, 123, 98, 233, 220, 160, 220]
10:8:2:10 => [2, 4, 2, 2, 0, 2, 0, 2, 0, 2]-[2, 0, 2, 2, 4, 2, 4, 2, 4, 2]
10:8:3:10 => [3, 6, 3, 6, 3, 3, 0, 3, 3, 3]-[6, 3, 6, 3, 6, 6, 9, 6, 6, 6]
10:8:4:10 => [8, 4, 12, 12, 4, 12, 4, 8, 12, 4]-[8, 12, 4, 4, 12, 4, 12, 8, 4, 12]
10:8:5:10 => [7, 5, 15, 20, 15, 15, 10, 20, 25, 15]-[18, 20, 10, 5, 10, 10, 15, 5, 0, 10]
10:8:6:10 => [19, 6, 24, 36, 18, 30, 6, 18, 12, 24]-[17, 30, 12, 0, 18, 6, 30, 18, 24, 12]
10:8:7:10 => [37, 14, 28, 21, 14, 28, 21, 42, 35, 14]-[12, 35, 21, 28, 35, 21, 28, 7, 14, 35]
10:8:8:10 => [31, 24, 40, 32, 32, 56, 40, 40, 40, 40]-[33, 40, 24, 32, 32, 8, 24, 24, 24, 24]
10:8:9:10 => [12, 21, 36, 36, 54, 36, 9, 36, 72, 54]-[69, 60, 45, 45, 27, 45, 72, 45, 9, 27]
10:8:10:10 => [41, 40, 40, 40, 30, 40, 30, 40, 60, 20]-[59, 60, 60, 60, 70, 60, 70, 60, 40, 80]
10:8:11:10 => [36, 68, 90, 99, 77, 77, 44, 55, 66, 44]-[85, 53, 31, 22, 44, 44, 77, 66, 55, 77]
10:8:12:10 => [59, 52, 72, 48, 60, 84, 84, 84, 36, 96]-[85, 92, 72, 96, 84, 60, 60, 60, 108, 48]
10:8:13:10 => [73, 118, 83, 39, 78, 104, 117, 91, 39, 52]-[96, 51, 86, 130, 91, 65, 52, 78, 130, 117]
10:8:14:10 => [81, 82, 98, 112, 70, 98, 98, 84, 98, 112]-[115, 114, 98, 84, 126, 98, 98, 112, 98, 84]
10:8:15:10 => [84, 110, 120, 90, 135, 75, 120, 120, 75, 75]-[141, 115, 105, 135, 90, 150, 105, 105, 150, 150]
10:8:16:10 => [119, 86, 166, 128, 91, 112, 208, 144, 112, 208]-[137, 170, 90, 128, 165, 144, 48, 112, 144, 48]
10:8:17:10 => [109, 185, 174, 145, 73, 153, 187, 170, 119, 170]-[180, 104, 115, 144, 216, 136, 102, 119, 170, 119]
10:8:18:10 => [97, 177, 179, 216, 180, 162, 108, 198, 162, 234]-[227, 147, 145, 108, 144, 162, 216, 126, 162, 90]
10:8:19:10 => [173, 116, 266, 190, 190, 171, 133, 228, 95, 152]-[188, 245, 95, 171, 171, 190, 228, 133, 266, 209]
10:8:20:10 => [140, 226, 190, 180, 220, 240, 260, 200, 240, 120]-[260, 174, 210, 220, 180, 160, 140, 200, 160, 280]
10:9:2:10 => [4, 0, 2, 0, 2, 0, 2, 2, 2, 2]-[0, 4, 2, 4, 2, 4, 2, 2, 2, 2]
10:9:3:10 => [6, 0, 6, 6, 3, 6, 9, 3, 3, 6]-[3, 9, 3, 3, 6, 3, 0, 6, 6, 3]
10:9:4:10 => [8, 8, 8, 8, 8, 12, 8, 12, 8, 8]-[8, 8, 8, 8, 8, 4, 8, 4, 8, 8]
10:9:5:10 => [12, 20, 20, 10, 10, 20, 10, 25, 15, 20]-[13, 5, 5, 15, 15, 5, 15, 0, 10, 5]
10:9:6:10 => [10, 24, 18, 24, 18, 24, 24, 18, 18, 12]-[26, 12, 18, 12, 18, 12, 12, 18, 18, 24]
10:9:7:10 => [20, 42, 21, 21, 42, 21, 0, 28, 14, 35]-[29, 7, 28, 28, 7, 28, 49, 21, 35, 14]
10:9:8:10 => [37, 40, 24, 48, 32, 24, 32, 40, 24, 24]-[27, 24, 40, 16, 32, 40, 32, 24, 40, 40]
10:9:9:10 => [38, 36, 46, 18, 36, 36, 54, 54, 54, 36]-[43, 45, 35, 63, 45, 45, 27, 27, 27, 45]
10:9:10:10 => [63, 40, 80, 40, 70, 50, 50, 80, 60, 70]-[37, 60, 20, 60, 30, 50, 50, 20, 40, 30]
10:9:11:10 => [50, 79, 43, 66, 66, 44, 88, 88, 55, 77]-[71, 42, 78, 55, 55, 77, 33, 33, 66, 44]
10:9:12:10 => [47, 73, 60, 84, 60, 48, 60, 72, 48, 108]-[97, 71, 84, 60, 84, 96, 84, 72, 96, 36]
10:9:13:10 => [69, 96, 65, 117, 65, 39, 52, 78, 117, 91]-[100, 73, 104, 52, 104, 130, 117, 91, 52, 78]
10:9:14:10 => [49, 130, 118, 126, 70, 70, 56, 56, 154, 126]-[147, 66, 78, 70, 126, 126, 140, 140, 42, 70]
10:9:15:10 => [111, 153, 128, 150, 120, 120, 120, 135, 75, 165]-[114, 72, 97, 75, 105, 105, 105, 90, 150, 60]
10:9:16:10 => [126, 75, 144, 80, 96, 112, 128, 112, 96, 176]-[130, 181, 112, 176, 160, 144, 128, 144, 160, 80]
10:9:17:10 => [55, 126, 96, 170, 153, 119, 102, 136, 170, 221]-[234, 163, 193, 119, 136, 170, 187, 153, 119, 68]
10:9:18:10 => [107, 192, 126, 108, 144, 162, 216, 162, 162, 144]-[217, 132, 198, 216, 180, 162, 108, 162, 162, 180]
10:9:19:10 => [137, 230, 135, 194, 171, 171, 209, 114, 190, 190]-[224, 131, 226, 167, 190, 190, 152, 247, 171, 171]
10:9:20:10 => [204, 174, 150, 260, 180, 240, 180, 200, 200, 160]-[196, 226, 250, 140, 220, 160, 220, 200, 200, 240]
10:10:2:10 => [0, 2, 2, 0, 2, 0, 2, 4, 2, 4]-[4, 2, 2, 4, 2, 4, 2, 0, 2, 0]
10:10:3:10 => [3, 6, 6, 9, 6, 6, 6, 9, 9, 3]-[6, 3, 3, 0, 3, 3, 3, 0, 0, 6]
10:10:4:10 => [8, 8, 4, 8, 0, 12, 0, 8, 8, 12]-[8, 8, 12, 8, 16, 4, 16, 8, 8, 4]
10:10:5:10 => [17, 10, 25, 15, 20, 0, 15, 0, 10, 15]-[8, 15, 0, 10, 5, 25, 10, 25, 15, 10]
10:10:6:10 => [24, 18, 24, 12, 24, 24, 30, 18, 30, 30]-[12, 18, 12, 24, 12, 12, 6, 18, 6, 6]
10:10:7:10 => [21, 31, 14, 28, 28, 28, 14, 42, 35, 28]-[28, 18, 35, 21, 21, 21, 35, 7, 14, 21]
10:10:8:10 => [22, 45, 8, 16, 40, 48, 32, 32, 24, 40]-[42, 19, 56, 48, 24, 16, 32, 32, 40, 24]
10:10:9:10 => [16, 27, 36, 36, 36, 18, 27, 54, 18, 18]-[65, 54, 45, 45, 45, 63, 54, 27, 63, 63]
10:10:10:10 => [44, 37, 22, 50, 70, 40, 60, 40, 70, 70]-[56, 63, 78, 50, 30, 60, 40, 60, 30, 30]
10:10:11:10 => [77, 55, 99, 66, 55, 22, 55, 66, 55, 55]-[44, 66, 22, 55, 66, 99, 66, 55, 66, 66]
10:10:12:10 => [84, 70, 60, 60, 84, 84, 72, 72, 72, 60]-[60, 74, 84, 84, 60, 60, 72, 72, 72, 84]
10:10:13:10 => [85, 93, 70, 117, 52, 26, 78, 91, 117, 78]-[84, 76, 99, 52, 117, 143, 91, 78, 52, 91]
10:10:14:10 => [82, 75, 101, 84, 112, 42, 168, 56, 56, 70]-[114, 121, 95, 112, 84, 154, 28, 140, 140, 126]
10:10:15:10 => [93, 102, 51, 116, 105, 135, 120, 120, 75, 90]-[132, 123, 174, 109, 120, 90, 105, 105, 150, 135]
10:10:16:10 => [99, 162, 129, 144, 128, 144, 112, 128, 192, 160]-[157, 94, 127, 112, 128, 112, 144, 128, 64, 96]
10:10:17:10 => [139, 146, 170, 153, 153, 187, 187, 170, 119, 85]-[150, 143, 119, 136, 136, 102, 102, 119, 170, 204]
10:10:18:10 => [158, 185, 215, 144, 198, 162, 180, 108, 162, 198]-[166, 139, 109, 180, 126, 162, 144, 216, 162, 126]
10:10:19:10 => [150, 262, 197, 228, 171, 171, 171, 133, 228, 209]-[211, 99, 164, 133, 190, 190, 190, 228, 133, 152]
10:10:20:10 => [119, 128, 286, 140, 120, 140, 200, 220, 120, 120]-[281, 272, 114, 260, 280, 260, 200, 180, 280, 280]
